archivo,variable,etiqueta,tipo,formato,ancho,decimales,rango_min,rango_max,categorias,pregunta_literal,universo,instrucciones,url,notas
F259,P6630S3,Prima de vacaciones?,Discreta,Numérico,1,0,1,2,1=Sí; 2=No,22. En los últimos 12 meses recibió: c. Prima de vacaciones?,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más.","Si recibió pero no sabe el monto, escriba 98. Si marca 1 (SI), registrar el valor recibido por cada concepto; no acepta códigos 00 ni 99, solo código 98.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13488,
F259,P6630S3A1,"¿cuánto recibió? (si recibió pero no sabe el monto, escriba 98)",Continua,Numérico,8,0,98,15000000,,22. En los últimos 12 meses recibió: c. Prima de vacaciones? a. ¿cuánto recibió? $_________,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más que hayan marcado la opción 1(Sí) en la pregunta 22c.(P6630S3) del capítulo I. OCUPADOS.","Se responde solo si marcó 1 (Sí) en 22c (P6630S3). Si recibió pero no sabe el monto, escriba 98. Registrar el valor recibido por cada concepto; no acepta códigos 00 ni 99, solo código 98.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13489,
F259,P6630S4,Viáticos permanentes y/o bonificaciones anuales?,Discreta,Numérico,1,0,1,2,1=Sí; 2=No,22. En los últimos 12 meses recibió: d. Viáticos permanentes y/o bonificaciones anuales?,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más.","Si recibió pero no sabe el monto, escriba 98. Si marca 1 (SI), registrar el valor recibido por cada concepto; no acepta códigos 00 ni 99, solo código 98.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13490,
F259,P6630S4A1,"¿cuánto recibió? (si recibió pero no sabe el monto, escriba 98)",Continua,Numérico,8,0,98,35000000,,22. En los últimos 12 meses recibió: d. Viáticos permanentes y/o bonificaciones anuales? a. ¿cuánto recibió? $_________,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más qu hayan marcado la opción 1(Sí) en la pregunta 22d.(P6630S4) del capítulo I. OCUPADOS.","Se responde solo si marcó 1 (Sí) en 22d (P6630S4). Si recibió pero no sabe el monto, escriba 98. Registrar el valor recibido por cada concepto; no acepta códigos 00 ni 99, solo código 98.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13491,
F259,P6630S6,Pagos por accidentes de trabajo,Discreta,Numérico,1,0,1,2,1=Sí; 2=No,22. En los últimos 12 meses recibió: e. Pagos por accidentes de trabajo,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más.","Si recibió pero no sabe el monto, escriba 98. Si marca 1 (SI), registrar el valor recibido por cada concepto; no acepta códigos 00 ni 99, solo código 98.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13492,
F259,P6630S6A1,Cuánto recibió,Continua,Numérico,8,0,98,16000000,,22. En los últimos 12 meses recibió: e. Pagos por accidentes de trabajo a. ¿cuánto recibió? $___________,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más que hayan marcado la opción 1(Sí) en la pregunta 22e.(P6630S6) del capítulo I. OCUPADOS.","Se responde solo si marcó 1 (Sí) en 22e (P6630S6). Si recibió pero no sabe el monto, escriba 98. Registrar el valor recibido por cada concepto; no acepta códigos 00 ni 99, solo código 98.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13493,
F259,P6750,"¿cuál fue la ganancia neta o los honorarios netos de ... Esa actividad, negocio, profesión o finca, el mes pasado?",Continua,Numérico,8,0,0,30000000,,"¿Cuál fue la ganancia neta o los honorarios netos de ... en esa actividad, negocio, profesión o finca, el mes pasado?",Población civil no institucional residente en territorio nacional; dirigida a hogares y personas de 10 años y más.,Si no obtuvo ganancia escriba 00; si obtuvo pero no sabe el monto escriba 98; si no sabe si obtuvo escriba 99. Ganancia neta = ingresos menos gastos operacionales (excluye gastos personales). Incluir autosuministro a precios comerciales; independientes sin descontar retención en la fuente.,https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13502,
F259,P6760,¿a cuántos meses corresponde lo que recibió?,Continua,Numérico,2,0,0,98,,¿A cuántos meses corresponde lo que recibió?,"Población civil no institucional residente en territorio nacional, hogares en viviendas, personas de 10 años y más.",Registrar el número de meses a que corresponden los honorarios o la ganancia neta declarados en la pregunta anterior (P6750). Acepta únicamente valores entre 01 y 12 meses.,https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13503,
F259,P550,¿cuál fue la ganancia neta del negocio o de la cosecha durante los últimos 12 meses?,Discreta,Numérico,7,0,,,,¿Cuál fue la ganancia neta del negocio o de la cosecha durante los últimos doce meses?,Población civil no institucional residente en territorio nacional; dirigida a hogares y personas de 10 años y más,Solo para centros poblados y área rural dispersa. Si no obtuvo ganancia escriba 00; si obtuvo pero no sabe el monto escriba 98; si no sabe si obtuvo escriba 99. Convertir ingresos diarios/semanales/mensuales a valor anual; totalizar cosechas de 12 meses; incluir autoconsumo a precios de mercado.,https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13504,Rango mostrado en la página como '-' (vacío). Nombre tomado del encabezado 'P550'.
F259,P6800,¿cuántas horas a la semana trabaja normalmente ... En ese trabajo?,Continua,Numérico,3,0,1,126,,31. ¿Cuántas horas a la semana trabaja normalmente.... en ese trabajo ? Horas ____,"Población civil no institucional, residente en todo el territorio nacional; dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más.","Indagar horas trabajadas normalmente por semana, excluyendo horas adicionales o no trabajadas; en actividades eventuales usar la semana de referencia. Incluir tiempo en negocio propio aunque no haya ventas. Números enteros (30+ minutos = 1 hora). Excluir comidas y traslados.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13516,
F259,P6850,¿cuántas horas trabajó durante la semana pasada en este trabajo?,Continua,Numérico,3,0,0,126,,33. ¿Cuántas horas trabajó durante la semana pasada en este trabajo? Horas _____,"población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más","Excluir interrupciones para comidas, tiempo de desplazamiento al trabajo y, para docentes, las horas en domicilio preparando clases. Si reporta horas diarias, indagar días laborados. La sumatoria de las horas registradas no puede ser mayor a 126.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13519,
F259,P6870,"¿cuántas personas en total tiene la empresa, negocio, industria, oficina, firma o finca o sitio donde ... Trabaja?",Discreta,Numérico,1,0,1,9,1=Trabaja solo; 2=2 a 3 personas; 3=4 a 5 personas; 4=6 a 10 personas; 5=11 a 19 personas; 6=20 a 30 personas; 7=31 a 50 personas; 8=51 a 100 personas; 9=101 o más personas,"36. ¿Cuántas personas en total tiene la empresa, negocio, industria, oficina, firma, finca o sitio donde ..... trabaja?","La población civil no institucional, residente en todo el territorio nacional; dirigida a hogares y personas de 10 años y más.","Incluye todas las sucursales o agencias; docentes oficiales: contar el Ministerio de Educación, no el colegio; colegios privados: sumar todas las sedes. Independientes van en categorías distintas de 1 solo si tienen socios, trabajadores familiares o son contratistas del Estado.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13522,
F259,P6920,¿está ... Cotizando actualmente a un fondo de pensiones?,Discreta,Numérico,1,0,1,3,1=Sí; 2=No; 3=Ya es pensionado,39. ¿Está... cotizando actualmente a un fondo de pensiones?,La población civil no institucional residente en territorio nacional; dirigida a todos los hogares y personas de 10 años y más.,"Diligenciar para todos los ocupados. Marcar 1 solo cuando la persona informa que actualmente se encuentra cotizando para pensiones. Los pensionados marcan 3 aunque continúen trabajando. Incluye afiliados a regímenes especiales (fuerzas militares, policía, Ecopetrol, etc.).",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13527,
F259,P7040,"Además de la ocupación principal, ¿... Tenía la semana pasada otro trabajo o negocio?",Discreta,Numérico,1,0,1,2,1=Sí; 2=No,"Además de la ocupación principal, ¿.... tenía la semana pasada otro trabajo o negocio?",Población civil no institucional residente en territorio nacional; personas de 10 años y más que marcaron opción 2 en P7020 o P7028 del capítulo OCUPADOS.,"Se responde solo si marcó opción 2 en P7020 o P7028. Si responde Sí continúe; si No, pase a P7090. Incluya aquellos trabajos de los que estuvo ausente. Segundo empleo: trabajo remunerado de mínimo 1 hora o trabajo familiar sin remuneración.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13548,
F259,P7045,¿Cuántas horas trabajó ... la semana pasada en ese segundo trabajo?,Continua,Numérico,2,0,0,75,,50. ¿Cuántas horas trabajó ... la semana pasada en ese segundo trabajo?,Población civil no institucional residente en territorio nacional; personas de 10 años y más que reportaron tener un segundo trabajo o negocio.,"Si no trabajó escriba 00; si trabajó pero no sabe cuántas horas escriba 98; si no sabe si trabajó escriba 99. Horas efectivas trabajadas, excluyendo ausencias por permisos, enfermedad, vacaciones o festivos, e incluyendo horas adicionales.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13550,
F259,P7050,En ese segundo trabajo ... Es:,Discreta,Numérico,1,0,1,9,1=Obrero o empleado de empresa particular; 2=Obrero o empleado del gobierno; 3=Empleado doméstico; 4=Trabajador por cuenta propia; 5=Patrón o empleador; 6=Trabajador familiar sin remuneración; 7=Trabajador sin remuneración en empresas o negocios de otros hogares; 8=Jornalero o peón; 9=Otro,En ese segundo trabajo…..es:,"Población civil no institucional, residente en territorio nacional; dirigida a hogares y personas de 10 años y más",Posición ocupacional en el segundo trabajo. Las categorías de trabajo sin remuneración (6 y 7) pasan a la pregunta P7075. Se dan definiciones detalladas de cada categoría.,https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13551,
F259,P7070,¿cuánto recibio o ganó ... El mes pasado en ese segundo trabajo?,Continua,Numérico,8,0,0,9500000,,¿Cuánto recibió o ganó ….. el mes pasado en ese segundo trabajo o negocio? Valor mes pasado $_______________________,Población civil no institucional residente en territorio nacional; personas de 10 años y más en hogares encontrados en viviendas.,"Si no recibió escriba 00; si recibió pero no sabe el monto 98; si no sabe si recibió 99. Incluir pagos en dinero y especie con estimación mensual; convertir otras periodicidades a mensual. Independientes con ganancias variables: promedio mensual (últimos 12 meses/12, semestre/6 o 3 meses/3).",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13553,
F259,P7090,Además de la horas que trabaja actualmente ¿... Quiere trabajar más horas?,Discreta,Numérico,1,0,1,2,1=Sí; 2=No,Además de las horas que trabaja actualmente ¿...... quiere trabajar más horas?,Población civil no institucional residente en territorio nacional; personas de 10 años y más que hayan marcado opción 2 en pregunta P7040 o pregunta P7090 del capítulo I. OCUPADOS.,"Captura el subempleo visible. Trabajar más horas puede significar dedicar más horas al trabajo actual, conseguir otro trabajo adicional o cambiar el actual por uno de más horas. Si 1 (Sí) continúe con la siguiente pregunta; si 2 (No) siga el flujo de la pregunta 59.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13559,
F259,P7110,"Durante las ultimas 4 semanas, ¿... Hizo diligencias para trabajar más horas?",Discreta,Numérico,1,0,1,2,1=Sí; 2=No,"Durante las ÚLTIMAS 4 SEMANAS, ¿ ...... hizo diligencias para trabajar más horas? (Dedicar más horas al trabajo actual, buscar un trabajo adicional o cambiar su trabajo actual por otro con más horas)","Población civil no institucional, residente en territorio nacional; de 10 años y más","La búsqueda de más horas de trabajo puede ser en el mismo empleo (hablar con el jefe, hacer diligencias para tener más clientes). Mide la presión de los subempleados por más horas de trabajo.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13561,
F259,P7120,Si la semana pasada le hubiera resultado la posibilidad de trabajar más horas ¿estaba ... Disponible para hacerlo?,Discreta,Numérico,1,0,1,2,1=Sí; 2=No,Si la semana pasada le hubiera resultado la posibilidad de trabajar más horas ¿ estaba...... disponible para hacerlo?,"Población civil no institucional, residente en territorio nacional; dirigida a hogares y personas de 10 años y más",Esta pregunta indaga por la posibilidad de las personas subempleadas de trabajar más horas.,https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13562,
F259,P7140S1,Para mejorar la utilización de sus capacidades o formación?,Discreta,Numérico,1,0,1,2,1=Sí; 2=No,¿Por que motivos ....... desea cambiar de trabajo o empleo: a. Para mejorar la utilización de sus capacidades o formación? 1 Sí 2 No,Población civil no institucional residente en territorio nacional; personas de 10 años y más que respondieron afirmativamente a la pregunta 59 (P7130) del capítulo OCUPADOS.,"Lea las alternativas. Se responde solo si marcó Sí en la pregunta 59 (P7130). Una respuesta afirmativa, junto con las alternativas de mejorar ingresos o reducir horas, clasifica a la persona como subempleada.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13565,
F259,P7140S2,Desea mejorar sus ingresos?,Discreta,Numérico,1,0,1,2,1=Sí; 2=No,¿Por que motivos ....... desea cambiar de trabajo o empleo: b. Desea mejorar sus ingresos?,Población civil no institucional residente en territorio nacional; personas de 10 años y más que hayan marcado opción Sí en pregunta 59 (P7130) del capítulo OCUPADOS.,"Lea las alternativas. Se responde solo si marcó opción 1 (Sí) en la pregunta 59 (P7130). Si responde Sí en esta alternativa, la persona se clasifica como subempleada.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13566,
F259,P7150,"Durante las ultimas 4 semanas, ¿... Hizo diligencias para cambiar de trabajo?",Discreta,Numérico,1,0,1,2,1=Sí; 2=No,"Durante las ÚLTIMAS 4 SEMANAS, ¿...... hizo diligencias para cambiar de trabajo?","Población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más.","Esta pregunta indaga por la búsqueda activa de trabajo, lo que permitirá medir la presión efectiva de los subempleados sobre el mercado laboral (ayuda de contactos, respuesta a avisos, solicitudes de empleo).",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13575,
F259,P7160,Si le resultara un nuevo trabajo o empleo a ... ¿podría empezar a desempeñarlo antes de un mes?,Discreta,Numérico,1,0,1,9,"1=Sí; 2=No; 9=No sabe, no informa",Si le resultara un nuevo trabajo o empleo a...¿podría empezar a desempeñarlo antes de un mes?,"Población civil no institucional, residente en territorio nacional; dirigida a hogares y personas de 10 años y más",Esta pregunta permite conocer la disponibilidad de las personas subempleadas para cambiar el empleo que tienen actualmente.,https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13576,
F259,OFICIO,¿qué hace ... En este trabajo?,Discreta,Carácter,2,,,,,¿Qué hace……en este trabajo? Código ________,"El universo para la Gran Encuesta Integrada de Hogares está conformado por la población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más que hayan marcado alguna de las siguientes alternativas del capítulo H. FUERZA DE TRABAJO: Pregunta 2(P6240) opción 1(a. Trabajando), Pregunta 3(P6250) opción 2(Si), Pregunta 4(P6260) opción 2(Si) ó la Pregunta 5(P6270) opción 2(Si).","La codificación se hace de acuerdo con la Clasificación Nacional de Ocupaciones (CNO) del SENA 1970, tomada de los subgrupos ocupacionales. La respuesta debe especificar claramente el tipo de trabajo o tareas; anotaciones vagas, generales o abreviadas no son satisfactorias.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13585,"La página no muestra tabla de categorías, decimales ni rango."
F259,RAMA2D,¿a qué actividad se dedica principalmente la empresa o negocio en la que ... Realiza su trabajo?,Discreta,Carácter,2,,,,,3. ¿A qué actividad se dedica principalmente la empresa o negocio en la que…… realiza su trabajo?,"La población civil no institucional, residente en todo el territorio nacional; va dirigida a todos los hogares encontrados en la vivienda y solamente para personas de 10 años y más.","La rama de actividad se define de acuerdo al producto, bien o servicio principal producido o prestado por la empresa o negocio. Anotar la función general y la específica. Codificación CIIU revisión 3 adaptada para Colombia, desagregada a 2 dígitos.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13586,"La página no muestra tabla de categorías, decimales ni rango."
F259,OCI,Población ocupada,Discreta,Numérico,1,0,1,1,1=Población ocupada,Población Ocupada,"Población civil no institucional, residente en todo el territorio nacional","Informante directo para personas de 18 años y más y para las de 10 a 17 que trabajen o busquen trabajo; para los demás, informante idóneo del hogar (18+). No se acepta información de empleados domésticos, pensionistas, vecinos ni menores, salvo jefes de hogar o cónyuges menores.",https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13587,
F259,P6430,En este trabajo ... Es:,Discreta,Numérico,1,0,1,9,1=Obrero o empleado de empresa particular; 2=Obrero o empleado del gobierno; 3=Empleado doméstico; 4=Trabajador por cuenta propia; 5=Patrón o empleador; 6=Trabajador familiar sin remuneración; 7=Trabajador sin remuneración en empresas o negocios de otros hogares; 8=Jornalero o peón; 9=Otro,12. En este trabajo…..es:,"Población civil no institucional, residente en territorio nacional; dirigida a todos los hogares en viviendas y personas de 10 años y más",Lea las alternativas. Instrucciones de flujo según la opción marcada; definiciones detalladas de cada posición ocupacional. Informante directo para 18+ y para 10-17 que trabajen; informante idóneo en los demás casos.,https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13588,
F259,INGLABO,Ingresos laborales,Continua,Numérico,8,0,0,30000000,,Ingresos Laborales,"La población civil no institucional, residente en todo el territorio nacional",Hace referencia a la variable de ingresos laborales. La encuesta utiliza informante directo para personas de 18 años y más y para las de 10 a 17 que trabajen o estén buscando trabajo; para los demás se acepta informante idóneo.,https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13592,
F259,MES,Mes,Discreta,Carácter,2,,,,,Mes,"La población civil no institucional, residente en todo el territorio nacional",Hace referencia al mes en que fue recolectada la información de la encuesta.,https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13593,"Etiqueta tomada del encabezado 'Mes (MES)'. La página no muestra categorías, decimales ni rango."
F259,DPTO,Departamento,Discreta,Carácter,2,,,,"05=Antioquia; 08=Atlántico; 11=Bogotá, d.C.; 13=Bolívar; 17=Caldas; 23=Córdoba; 50=Meta; 52=Nariño; 54=Norte de santander; 66=Risaralda; 68=Santander; 73=Tolima; 76=Valle del cauca",Departamento,"población civil no institucional, residente en todo el territorio nacional",Informante directo para personas de 18 años y más y para las de 10 a 17 que trabajen o busquen trabajo; para los demás se acepta informante idóneo del hogar mayor de 18 años.,https://microdatos.dane.gov.co/index.php/catalog/547/variable/F259/V13594,La tabla de categorías muestra 13 departamentos.
